dataset,market,category,position_change_metric,horizon,increase_n,increase_mean_return,increase_median_return,increase_hit_rate,increase_stdev,decrease_n,decrease_mean_return,decrease_median_return,decrease_hit_rate,decrease_stdev,mean_diff_up_minus_down,welch_t,normal_p_approx
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,1d_post_release,210,0.0006699694110048211,0.001263995772419646,0.6095238095238096,0.014160542948851051,319,0.0003811640599790136,0.000876077054501545,0.5391849529780565,0.010257035374595234,0.0002888053510258075,0.2548065144374057,0.7988725435252931
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,2d_post_release,210,0.001298162435302606,0.0030355152713428257,0.6047619047619047,0.01435537492332708,319,0.0016516061951655653,0.001405198474790037,0.5611285266457681,0.012866119569833209,-0.00035344375986295917,-0.2885622574012692,0.7729163815430353
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,3d_post_release,210,0.0017322902331663253,0.002422730162042086,0.580952380952381,0.02050323378646534,319,0.002688581658051141,0.0021395002709763133,0.5768025078369906,0.016096878213832894,-0.0009562914248848159,-0.5700622038141071,0.5686355091891331
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,1w_post_release,210,0.0017227668986699552,0.002867144574524527,0.5571428571428572,0.025798565461488548,319,0.00361622793224183,0.005071316468123754,0.6175548589341693,0.022123809617487788,-0.0018934610335718746,-0.8730422312456969,0.3826400595002087
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,2w_post_release,210,0.006192616304806936,0.010527447683926217,0.6428571428571429,0.03447715098717029,318,0.005205916008792925,0.007562834163460819,0.6540880503144654,0.029421041052555486,0.0009867002960140111,0.3408020307478847,0.7332526215731607
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,4w_post_release,208,0.013149227867896305,0.018790072427713356,0.7259615384615384,0.04471948590316695,318,0.009653843154771713,0.014547650404387324,0.660377358490566,0.047570681633764544,0.0034953847131245913,0.85454740799551,0.39280175341957535
tff_disaggregated,sp500,asset_mgr,short_oi_pct_change,13w_post_release,204,0.03650354251365078,0.045963499829444254,0.7401960784313726,0.07332083476514178,312,0.034923600821865054,0.04427403920952555,0.7564102564102564,0.07009202446614227,0.0015799416917857273,0.24350313425956793,0.8076156573823382
tff_disaggregated,sp500,dealer,net_oi_pct_change,1d_post_release,292,0.00026897998011177394,0.0009038226804194416,0.547945205479452,0.013674123250426348,237,0.0007752858955767079,0.0010312792104349988,0.5907172995780591,0.009417349316117886,-0.000506305915464934,-0.5026616064780557,0.6152022074423098
tff_disaggregated,sp500,dealer,net_oi_pct_change,2d_post_release,292,0.0013627038634705315,0.001814248028375487,0.5787671232876712,0.01362097910613437,237,0.0016943753567002845,0.0017191861170664513,0.5780590717299579,0.013296283414291154,-0.000331671493229753,-0.2822010977369157,0.7777893166435905
tff_disaggregated,sp500,dealer,net_oi_pct_change,3d_post_release,292,0.002056514827410024,0.002290215947539087,0.565068493150685,0.018583181446471666,237,0.0026199838324030182,0.0022406373368424326,0.5949367088607594,0.01720251675576127,-0.0005634690049929943,-0.3613697610137912,0.7178230500602192
tff_disaggregated,sp500,dealer,net_oi_pct_change,1w_post_release,292,0.00299752979842885,0.004610982000229913,0.613013698630137,0.024172929357435518,237,0.0027007555188380177,0.0025331367052392473,0.569620253164557,0.02302861325687208,0.00029677427959083234,0.14414747043399848,0.8853840201327958
tff_disaggregated,sp500,dealer,net_oi_pct_change,2w_post_release,292,0.004822154403812763,0.008588944305812252,0.6575342465753424,0.03386599249923914,236,0.006558735715645255,0.007871336836581144,0.6398305084745762,0.028344939453060873,-0.0017365813118324922,-0.6413270477572489,0.5213102196078216
